;displaystopid;fullname;fullnamelocalized;lastupdated;latitude;longitude;operators;shortname;shortnamelocalized;stopid
951;1165;Terenure Rd East;;19/06/2017 08:36;53.31168806;-6.276406944;[{'name': 'bac', 'routes': ['65B', '65', '15A', '15']}];Terenure Rd East;Br Thír an Iúir Tho;1165
952;1166;Rathgar Road;;19/06/2017 08:36;53.31390694;-6.272876944;[{'name': 'bac', 'routes': ['15', '14C', '15A', '15B', '14', '65', '65B']}];Rathgar Road;Bóthar Ráth Garbh;1166
953;1167;Rathgar Road;;19/06/2017 08:36;53.31595389;-6.27143;[{'name': 'bac', 'routes': ['65B', '65', '14', '15B', '15A', '14C', '15']}];Rathgar Road;Bóthar Ráth Garbh;1167
954;1168;Rathgar Road;;19/06/2017 08:36;53.31794;-6.270031111;[{'name': 'bac', 'routes': ['15', '14C', '15A', '15B', '14', '65', '65B']}];Rathgar Road;Bóthar Ráth Garbh;1168
955;1169;Rathgar Road;;19/06/2017 08:36;53.32003306;-6.268551111;[{'name': 'bac', 'routes': ['65B', '65', '14', '15B', '15A', '14C', '15']}];Rathgar Road;Bóthar Ráth Garbh;1169
956;1170;Rathgar Road;;19/06/2017 08:36;53.32167889;-6.26653;[{'name': 'bac', 'routes': ['15', '14C', '15A', '15B', '14', '65', '65B', '83A', '83']}];Rathgar Road;Bóthar Ráth Garbh;1170
957;1171;Gardiner Street;;19/06/2017 08:36;53.35031306;-6.254243889;[{'name': 'bac', 'routes': ['41', '41B', '41C', '33']}];Gardiner Street;Sráid Ghairdinéir;1171
958;1172;Gardiner Street;;19/06/2017 08:36;53.35174;-6.255243056;[{'name': 'bac', 'routes': ['33', '31A', '31B', '32', '31', '29A', '130', '41C', '41B', '41', '747']}];Gardiner Street;Sráid Ghairdinéir;1172
959;1173;Gardiner Street;;19/06/2017 08:36;53.35377;-6.256666944;[{'name': 'bac', 'routes': ['41', '41B', '41C', '33']}];Gardiner Street;Sráid Ghairdinéir;1173
960;1174;Mountjoy Square;;19/06/2017 08:36;53.35629389;-6.258693056;[{'name': 'bac', 'routes': ['33', '41C', '41B', '41', '7', '7A']}];Mountjoy Square;Cearnóg Mhuinseó;1174
961;1175;Gardiner St;;19/06/2017 08:36;53.35858889;-6.261158056;[{'name': 'bac', 'routes': ['41', '41B', '41C', '33']}];Gardiner St;Sr Ghairdinéir;1175
962;1176;Clonshaugh;;19/06/2017 08:36;53.39935194;-6.221863889;[{'name': 'bac', 'routes': ['27B']}];Clonshaugh;Cluain Seach;1176
963;1177;Clonshaugh;;19/06/2017 08:36;53.40089;-6.225236944;[{'name': 'bac', 'routes': ['27B']}];Clonshaugh;Cluain Seach;1177
964;1178;Clonshaugh;;19/06/2017 08:36;53.40344806;-6.218843056;[{'name': 'bac', 'routes': ['27B']}];Clonshaugh;Cluain Seach;1178
965;1179;Clonshaugh;;19/06/2017 08:36;53.39993;-6.218913889;[{'name': 'bac', 'routes': ['27B']}];Clonshaugh;Cluain Seach;1179
966;1181;St. Margaret's Road;;19/06/2017 08:36;53.40569694;-6.30064;[{'name': 'bac', 'routes': ['40B', '83', '83A']}];St. Margaret's Road;Bóthar Mhaighréide;1181
967;1182;St. Margaret's Road;;19/06/2017 08:36;53.40561306;-6.300911111;[{'name': 'bac', 'routes': ['83A', '83', '40B']}];St. Margaret's Road;Bóthar Mhaighréide;1182
968;1184;Talbot Street;;19/06/2017 08:36;53.35078;-6.253905;[{'name': 'bac', 'routes': ['42', '43', '53']}];Talbot Street;Sráid Thalbóid;1184
969;1185;Collins Ave;;19/06/2017 08:36;53.37637111;-6.221506111;[{'name': 'bac', 'routes': ['14']}];Collins Ave;Ascl Uí Choileáin;1185
970;1186;Collins Ave;;19/06/2017 08:36;53.37764194;-6.226321944;[{'name': 'bac', 'routes': ['14']}];Collins Ave;Ascl Uí Choileáin;1186
971;1187;Collins Ave;;19/06/2017 08:36;53.37860611;-6.23134;[{'name': 'bac', 'routes': ['14']}];Collins Ave;Ascl Uí Choileáin;1187
972;1188;Collins Ave;;19/06/2017 08:36;53.38001389;-6.235576944;[{'name': 'bac', 'routes': ['14']}];Collins Ave;Ascl Uí Choileáin;1188
973;1190;Collins Ave;;19/06/2017 08:36;53.38015806;-6.235771111;[{'name': 'bac', 'routes': ['14', '14C']}];Collins Ave;Ascl Uí Choileáin;1190
974;1191;Collins Ave;;19/06/2017 08:36;53.37921306;-6.233053056;[{'name': 'bac', 'routes': ['14C', '14']}];Collins Ave;Ascl Uí Choileáin;1191
975;1192;Collins Ave;;19/06/2017 08:36;53.37863694;-6.230651111;[{'name': 'bac', 'routes': ['14', '14C']}];Collins Ave;Ascl Uí Choileáin;1192
976;1193;Collins Ave;;19/06/2017 08:36;53.37799;-6.227433889;[{'name': 'bac', 'routes': ['14C', '14']}];Collins Ave;Ascl Uí Choileáin;1193
977;1194;Collins Ave;;19/06/2017 08:36;53.37752389;-6.225101111;[{'name': 'bac', 'routes': ['14', '14C']}];Collins Ave;Ascl Uí Choileáin;1194
978;1195;Collins Ave;;19/06/2017 08:36;53.37639306;-6.221221944;[{'name': 'bac', 'routes': ['14C', '14']}];Collins Ave;Ascl Uí Choileáin;1195
979;1196;Malahide Road;;19/06/2017 08:36;53.37802111;-6.214528889;[{'name': 'bac', 'routes': ['104', '15', '27B', '27A', '27X', '27', '43', '42']}];Malahide Road;Bóthar Mhullach Íde;1196
980;1197;Malahide Road;;19/06/2017 08:36;53.37923;-6.211743056;[{'name': 'bac', 'routes': ['42', '43', '27', '27X', '27A', '27B', '15', '104']}];Malahide Road;Bóthar Mhullach Íde;1197
981;1198;Malahide Road;;19/06/2017 08:36;53.38250889;-6.206905;[{'name': 'bac', 'routes': ['15', '27B', '27A', '27X', '27', '43', '42']}];Malahide Road;Bóthar Mhullach Íde;1198
982;1199;Malahide Road;;19/06/2017 08:36;53.38498306;-6.202756944;[{'name': 'bac', 'routes': ['42', '43', '27', '27X', '15']}];Malahide Road;Bóthar Mhullach Íde;1199
983;1200;Malahide Road;;19/06/2017 08:36;53.386975;-6.20106;[{'name': 'bac', 'routes': ['15', '27X', '27', '43', '42']}];Malahide Road;Bóthar Mhullach Íde;1200
984;1201;Malahide Road;;19/06/2017 08:36;53.39087806;-6.196048889;[{'name': 'bac', 'routes': ['42', '43', '27', '27X', '15']}];Malahide Road;Bóthar Mhullach Íde;1201
985;1202;Malahide Road;;19/06/2017 08:36;53.39249694;-6.193415;[{'name': 'bac', 'routes': ['15', '43', '42']}];Malahide Road;Bóthar Mhullach Íde;1202
986;1203;Malahide Road;;19/06/2017 08:36;53.39671806;-6.187518889;[{'name': 'bac', 'routes': ['42', '43', '15']}];Malahide Road;Bóthar Mhullach Íde;1203
987;1205;Malahide Road;;19/06/2017 08:36;53.40149306;-6.18184;[{'name': 'bac', 'routes': ['27X', '27', '43', '42']}];Malahide Road;Bóthar Mhullach Íde;1205
988;1206;Malahide Road;;19/06/2017 08:36;53.40809611;-6.178085;[{'name': 'bac', 'routes': ['42', '43']}];Malahide Road;Bóthar Mhullach Íde;1206
989;1207;Malahide Road;;19/06/2017 08:36;53.41071389;-6.178991944;[{'name': 'bac', 'routes': ['43', '42']}];Malahide Road;Bóthar Mhullach Íde;1207
990;1208;Malahide Road;;19/06/2017 08:36;53.41429806;-6.178656944;[{'name': 'bac', 'routes': ['42', '43']}];Malahide Road;Bóthar Mhullach Íde;1208
991;1209;Malahide Road;;19/06/2017 08:36;53.41696;-6.17796;[{'name': 'bac', 'routes': ['43', '42']}];Malahide Road;Bóthar Mhullach Íde;1209
992;1210;Malahide Road;;19/06/2017 08:36;53.41903194;-6.177341944;[{'name': 'bac', 'routes': ['42', '43']}];Malahide Road;Bóthar Mhullach Íde;1210
993;1211;Malahide Road;;19/06/2017 08:36;53.42129806;-6.176581111;[{'name': 'bac', 'routes': ['42']}];Malahide Road;Bóthar Mhullach Íde;1211
994;1212;Malahide Road;;19/06/2017 08:36;53.42055694;-6.176726111;[{'name': 'bac', 'routes': ['42', '43']}];Malahide Road;Bóthar Mhullach Íde;1212
995;1213;Malahide Road;;19/06/2017 08:36;53.41749889;-6.177698889;[{'name': 'bac', 'routes': ['43', '42']}];Malahide Road;Bóthar Mhullach Íde;1213
996;1214;Malahide Road;;19/06/2017 08:36;53.41530889;-6.178026944;[{'name': 'bac', 'routes': ['42', '43']}];Malahide Road;Bóthar Mhullach Íde;1214
997;1215;Malahide Road;;19/06/2017 08:36;53.41339611;-6.178926944;[{'name': 'bac', 'routes': ['43', '42']}];Malahide Road;Bóthar Mhullach Íde;1215
998;1216;Malahide Road;;19/06/2017 08:36;53.41032111;-6.178633056;[{'name': 'bac', 'routes': ['42', '43']}];Malahide Road;Bóthar Mhullach Íde;1216
999;1217;Malahide Road;;19/06/2017 08:36;53.40819111;-6.177928889;[{'name': 'bac', 'routes': ['43', '42']}];Malahide Road;Bóthar Mhullach Íde;1217
1000;1218;Malahide Road;;19/06/2017 08:36;53.39967389;-6.18422;[{'name': 'bac', 'routes': ['42', '43', '27', '27X', '15']}];Malahide Road;Bóthar Mhullach Íde;1218
1001;1219;Malahide Road;;19/06/2017 08:36;53.38125889;-6.208343056;[{'name': 'bac', 'routes': ['15', '27X', '27A', '27B', '27', '43', '42']}];Malahide Road;Bóthar Mhullach Íde;1219
1002;1220;Malahide Road;;19/06/2017 08:36;53.37876389;-6.212236944;[{'name': 'bac', 'routes': ['42', '43', '27', '27B', '27A', '27X', '15', '104']}];Malahide Road;Bóthar Mhullach Íde;1220
1003;1221;Malahide Road;;19/06/2017 08:36;53.37684806;-6.216126944;[{'name': 'bac', 'routes': ['104', '15', '27X', '27A', '27B', '27', '43', '42']}];Malahide Road;Bóthar Mhullach Íde;1221
1004;1222;Ardlea Road;;19/06/2017 08:36;53.384065;-6.206843056;[{'name': 'bac', 'routes': ['27B']}];Ardlea Road;Bóthar Ard Liath;1222
1005;1223;Ardlea Road;;19/06/2017 08:36;53.38525194;-6.208501111;[{'name': 'bac', 'routes': ['27B']}];Ardlea Road;Bóthar Ard Liath;1223
1006;1224;Ardlea Road;;19/06/2017 08:36;53.38664389;-6.210923056;[{'name': 'bac', 'routes': ['27B']}];Ardlea Road;Bóthar Ard Liath;1224
1007;1225;Ardlea Road;;19/06/2017 08:36;53.386855;-6.213893056;[{'name': 'bac', 'routes': ['27B']}];Ardlea Road;Bóthar Ard Liath;1225
1008;1226;Kilmore Rd;;19/06/2017 08:36;53.38810694;-6.214825;[{'name': 'bac', 'routes': ['27B']}];Kilmore Rd;Br na Coille Móire;1226
1009;1227;Kilmore Rd;;19/06/2017 08:36;53.39113806;-6.215068056;[{'name': 'bac', 'routes': ['27B']}];Kilmore Rd;Br na Coille Móire;1227
1010;1228;Kilbarron Rd;;19/06/2017 08:36;53.3923;-6.217583889;[{'name': 'bac', 'routes': ['27B', '17A']}];Kilbarron Rd;Br Chill Bharrainn;1228
1011;1229;Kilbarron Rd;;19/06/2017 08:36;53.39434111;-6.225496111;[{'name': 'bac', 'routes': ['17A', '27B']}];Kilbarron Rd;Br Chill Bharrainn;1229
1012;1231;Castletimon Rd;;19/06/2017 08:36;53.39548306;-6.227828889;[{'name': 'bac', 'routes': ['27B']}];Castletimon Rd;Br Chaisleán tSíomó;1231
1013;1232;Castletimon Rd;;19/06/2017 08:36;53.39528389;-6.230466944;[{'name': 'bac', 'routes': ['27B']}];Castletimon Rd;Br Chaisleán tSíomó;1232
1014;1233;Ballyshannon Rd;;19/06/2017 08:36;53.394355;-6.231226944;[{'name': 'bac', 'routes': ['27B']}];Ballyshannon Rd;Br Bhéal Átha Seana;1233
1015;1234;Ballyshannon Ave;;19/06/2017 08:36;53.39468389;-6.2326;[{'name': 'bac', 'routes': ['27B']}];Ballyshannon Ave;Asc Bhéal Átha Sean;1234
1016;1235;Dundaniel Road;;19/06/2017 08:36;53.39473;-6.225585;[{'name': 'bac', 'routes': ['27B', '17A']}];Dundaniel Road;Bóthar Dhún Dónaill;1235
1017;1237;Kilbarron Rd;;19/06/2017 08:36;53.39265694;-6.219058889;[{'name': 'bac', 'routes': ['17A', '27B']}];Kilbarron Rd;Br Chill Bharrainn;1237
1018;1238;Kilmore Rd;;19/06/2017 08:36;53.391745;-6.214906111;[{'name': 'bac', 'routes': ['27B']}];Kilmore Rd;Br na Coille Móire;1238
1019;1239;Kilmore Rd;;19/06/2017 08:36;53.38949;-6.21505;[{'name': 'bac', 'routes': ['27B']}];Kilmore Rd;Br na Coille Móire;1239
1020;1240;Ardlea Road;;19/06/2017 08:36;53.38681194;-6.211163889;[{'name': 'bac', 'routes': ['27B']}];Ardlea Road;Bóthar Ard Liath;1240
1021;1241;Ardlea Road;;19/06/2017 08:36;53.385875;-6.209073889;[{'name': 'bac', 'routes': ['27B']}];Ardlea Road;Bóthar Ard Liath;1241
1022;1242;Ardlea Road;;19/06/2017 08:36;53.38449;-6.207066944;[{'name': 'bac', 'routes': ['27B']}];Ardlea Road;Bóthar Ard Liath;1242
1023;1243;Greencastle Rd;;19/06/2017 08:36;53.394895;-6.199906944;[{'name': 'bac', 'routes': ['27X', '27']}];Greencastle Rd;Br an Chaisleáin Gh;1243
1024;1244;Kilbarron Rd;;19/06/2017 08:36;53.39290611;-6.220436944;[{'name': 'bac', 'routes': ['17A', '27B']}];Kilbarron Rd;Br Chill Bharrainn;1244
1025;1245;Glin Road;;19/06/2017 08:36;53.39799194;-6.206213056;[{'name': 'bac', 'routes': ['27X', '27']}];Glin Road;Bóthar an Ghleanna;1245
1026;1246;Kilbarron Rd;;19/06/2017 08:36;53.39349111;-6.222963056;[{'name': 'bac', 'routes': ['17A', '27B']}];Kilbarron Rd;Br Chill Bharrainn;1246
1027;1247;Greencastle Rd;;19/06/2017 08:36;53.39507806;-6.199968889;[{'name': 'bac', 'routes': ['27X', '27']}];Greencastle Rd;Br an Chaisleáin Gh;1247
1028;1248;Greencastle Rd;;19/06/2017 08:36;53.39298694;-6.197158889;[{'name': 'bac', 'routes': ['27', '27X']}];Greencastle Rd;Br an Chaisleáin Gh;1248
1029;1249;Coolock Drive;;19/06/2017 08:36;53.39517694;-6.201233889;[{'name': 'bac', 'routes': ['27X', '27']}];Coolock Drive;Céide na Cúlóige;1249
1030;1250;Bunratty Road;;19/06/2017 08:36;53.39373389;-6.207538056;[{'name': 'bac', 'routes': ['27', '27X']}];Bunratty Road;Bóthar Bhun Raite;1250
1031;1251;Kilbarron Rd;;19/06/2017 08:36;53.39345111;-6.222366944;[{'name': 'bac', 'routes': ['27B', '17A']}];Kilbarron Rd;Br Chill Bharrainn;1251
1032;1252;Kilmore Rd;;19/06/2017 08:36;53.39363611;-6.214595;[{'name': 'bac', 'routes': ['17A']}];Kilmore Rd;Br na Coille Móire;1252
1033;1253;Kilmore Rd;;19/06/2017 08:36;53.39390806;-6.214705;[{'name': 'bac', 'routes': ['17A', '27B']}];Kilmore Rd;Br na Coille Móire;1253
1034;1254;Bunratty Road;;19/06/2017 08:36;53.39511111;-6.211351111;[{'name': 'bac', 'routes': ['27X', '27']}];Bunratty Road;Bóthar Bhun Raite;1254
1035;1255;Bunratty Road;;19/06/2017 08:36;53.39435111;-6.208966111;[{'name': 'bac', 'routes': ['27', '27X']}];Bunratty Road;Bóthar Bhun Raite;1255
1036;1256;Bunratty Road;;19/06/2017 08:36;53.393625;-6.206926111;[{'name': 'bac', 'routes': ['27X', '27']}];Bunratty Road;Bóthar Bhun Raite;1256
1037;1258;Priorswood Rd;;19/06/2017 08:36;53.39819806;-6.190818056;[{'name': 'bac', 'routes': ['27', '27X']}];Priorswood Rd;Br Chnoc an Phrióra;1258
1038;1259;Priorswood Rd;;19/06/2017 08:36;53.39858306;-6.194873889;[{'name': 'bac', 'routes': ['27X', '27']}];Priorswood Rd;Br Choc an Phrióra;1259
1039;1260;Priorswood Rd;;19/06/2017 08:36;53.40017694;-6.198811111;[{'name': 'bac', 'routes': ['27', '27X']}];Priorswood Rd;Br Choc an Phrióra;1260
1040;1262;Priorswood Rd;;19/06/2017 08:36;53.40199889;-6.204891944;[{'name': 'bac', 'routes': ['27X', '27']}];Priorswood Rd;Br Choc an Phrióra;1262
1041;1265;Priorswood Rd;;19/06/2017 08:36;53.39821611;-6.190691944;[{'name': 'bac', 'routes': ['27', '27X']}];Priorswood Rd;Br Choc an Phrióra;1265
1042;1266;Priorswood Rd;;19/06/2017 08:36;53.40204889;-6.204718056;[{'name': 'bac', 'routes': ['27X', '27']}];Priorswood Rd;Br Chnoc an Phrióra;1266
1043;1267;Priorswood Rd;;19/06/2017 08:36;53.40087111;-6.200278889;[{'name': 'bac', 'routes': ['27', '27X']}];Priorswood Rd;Br Choc an Phrióra;1267
1044;1268;Priorswood Rd;;19/06/2017 08:36;53.399885;-6.197883889;[{'name': 'bac', 'routes': ['27X', '27']}];Priorswood Rd;Br Choc an Phrióra;1268
1045;1269;Priorswood Rd;;19/06/2017 08:36;53.39842611;-6.193706111;[{'name': 'bac', 'routes': ['27', '27X']}];Priorswood Rd;Br Choc an Phrióra;1269
1046;1270;Malahide Road;;19/06/2017 08:36;53.39648389;-6.187183056;[{'name': 'bac', 'routes': ['15', '42', '43']}];Malahide Road;Bóthar Mhullach Íde;1270
1047;1272;Malahide Road;;19/06/2017 08:36;53.39287111;-6.191838056;[{'name': 'bac', 'routes': ['43', '42', '15']}];Malahide Road;Bóthar Mhullach Íde;1272
1048;1273;Malahide Road;;19/06/2017 08:36;53.39107389;-6.195261944;[{'name': 'bac', 'routes': ['15', '27X', '27', '42', '43']}];Malahide Road;Bóthar Mhullach Íde;1273
1049;1274;Malahide Road;;19/06/2017 08:36;53.38893194;-6.197961944;[{'name': 'bac', 'routes': ['43', '42', '27', '27X', '15']}];Malahide Road;Bóthar Mhullach Íde;1274
1050;1275;Malahide Road;;19/06/2017 08:36;53.38557389;-6.202065;[{'name': 'bac', 'routes': ['15', '27X', '27', '42', '43']}];Malahide Road;Bóthar Mhullach Íde;1275
1051;1276;Malahide Road;;19/06/2017 08:36;53.38424806;-6.202958056;[{'name': 'bac', 'routes': ['43', '42', '27', '27X', '15']}];Malahide Road;Bóthar Mhullach Íde;1276
1052;1277;Malahide Road;;19/06/2017 08:36;53.38263694;-6.206181111;[{'name': 'bac', 'routes': ['15', '27X', '27B', '27A', '27', '42', '43']}];Malahide Road;Bóthar Mhullach Íde;1277
1053;1278;College Green;;19/06/2017 08:36;53.34422;-6.261286111;[{'name': 'bac', 'routes': ['68', '68A', '122', '123', '9']}];College Green;Faiche an Choláiste;1278
1054;1279;College Green;;19/06/2017 08:36;53.34420111;-6.261696944;[{'name': 'bac', 'routes': ['83', '83A', '16', '150', '54A']}];College Green;Faiche an Choláiste;1279
1055;1280;St. Margaret's Road;;19/06/2017 08:36;53.40018806;-6.303121111;[{'name': 'bac', 'routes': ['40B', '40', '140']}];St. Margaret's Road;Bóthar Mhaighréide;1280
1056;1281;Nutgrove Ave;;19/06/2017 08:36;53.29424111;-6.278143889;[{'name': 'bac', 'routes': ['17', '61', '75']}];Nutgrove Ave;Asc an Gharráin Chn;1281
1057;1282;George's St;;19/06/2017 08:36;53.34234389;-6.264485;[{'name': 'bac', 'routes': ['68A', '68', '16', '122', '9']}];George's St;Sr Sheoirse;1282
1058;1283;George's St;;19/06/2017 08:36;53.34180611;-6.264921111;[{'name': 'bac', 'routes': ['83A', '83', '14', '15B', '15A', '140', '15', '142', '65B', '65']}];George's St;Sr Sheoirse;1283
1059;1284;Redmond's Hill;;19/06/2017 08:36;53.33810611;-6.265866111;[{'name': 'bac', 'routes': ['65', '65B', '68', '68A', '16', '122', '83', '83A', '9']}];Redmond's Hill;Cnoc Réamainn;1284
1060;1285;Camden St;;19/06/2017 08:36;53.33440194;-6.265153889;[{'name': 'bac', 'routes': ['9', '83A', '83', '122', '14', '16', '15A', '15B', '142', '15', '140', '68A', '68', '65B', '65']}];Camden St;Sráid Camden;1285
1061;1286;Harrington Street;;19/06/2017 08:36;53.33250806;-6.265723056;[{'name': 'bac', 'routes': ['68', '68A', '122', '9']}];Harrington Street;Sráid Harrington;1286
1062;1287;Harrington Street;;19/06/2017 08:36;53.33248194;-6.266111944;[{'name': 'bac', 'routes': ['16']}];Harrington Street;Sráid Harrington;1287
1063;1288;South Circular Road;;19/06/2017 08:36;53.33235111;-6.269676944;[{'name': 'bac', 'routes': ['16', '122', '68A', '68', '9']}];South Circular Road;An Cuarbhóthar Thea;1288
1064;1289;South Circular Road;;19/06/2017 08:36;53.33212194;-6.273098889;[{'name': 'bac', 'routes': ['9', '68', '68A', '122', '16']}];South Circular Road;An Cuarbhóthar Ths;1289
1065;1290;Clanbrassil St;;19/06/2017 08:36;53.33073111;-6.275151111;[{'name': 'bac', 'routes': ['16', '54A', '49', '9']}];Clanbrassil St;Sr Chlann Bhreasail;1290
1066;1291;Harold's Cross Rd;;19/06/2017 08:36;53.32844306;-6.276298056;[{'name': 'bac', 'routes': ['9', '49', '54A', '16']}];Harold's Cross Rd;Br Chrois Araild;1291
1067;1292;Harold's Cross Rd;;19/06/2017 08:36;53.32563694;-6.278136944;[{'name': 'bac', 'routes': ['16', '49']}];Harold's Cross Rd;Br Chrois Araild;1292
1068;1293;Harold's Cross Rd;;19/06/2017 08:36;53.32281111;-6.279095;[{'name': 'bac', 'routes': ['49', '16']}];Harold's Cross Rd;Br Chrois Araild;1293
1069;1294;Harold's Cross Rd;;19/06/2017 08:36;53.32059611;-6.278791111;[{'name': 'bac', 'routes': ['16', '49']}];Harold's Cross Rd;Br Chrois Araild;1294
1070;1295;Harold's Cross Rd;;19/06/2017 08:36;53.317875;-6.279536111;[{'name': 'bac', 'routes': ['49', '16']}];Harold's Cross Rd;Br Chrois Araild;1295
1071;1296;Harold's Cross Rd;;19/06/2017 08:36;53.31555;-6.281596111;[{'name': 'bac', 'routes': ['16', '49']}];Harold's Cross Rd;Br Chrois Araild;1296
1072;1297;Terenure Rd;;19/06/2017 08:36;53.31240806;-6.282383889;[{'name': 'bac', 'routes': ['49', '16']}];Terenure Rd;Br Thír an Iúir;1297
1073;1298;Terenure Village;;19/06/2017 08:36;53.31072194;-6.283041111;[{'name': 'bac', 'routes': ['16', '49']}];Terenure Village;Sráidbhaile Thír an;1298
1074;1299;Terenure Rd N;;19/06/2017 08:36;53.30839194;-6.283891111;[{'name': 'bac', 'routes': ['16', '17']}];Terenure Rd N;Br Thír an Iúir Tdh;1299
1075;1300;Rathfarnham Rd;;19/06/2017 08:36;53.30620611;-6.283445;[{'name': 'bac', 'routes': ['17', '16', '15B']}];Rathfarnham Rd;Br Ráth Fearnáin;1300
1076;1301;Rathfarnham Rd;;19/06/2017 08:36;53.30389111;-6.283491111;[{'name': 'bac', 'routes': ['15B', '16', '17']}];Rathfarnham Rd;Br Ráth Fearnáin;1301
1077;1302;Rathfarnham Rd;;19/06/2017 08:36;53.30166111;-6.283823056;[{'name': 'bac', 'routes': ['17', '16', '15B']}];Rathfarnham Rd;Br Ráth Fearnáin;1302
1078;1303;Rathfarnham Rd;;19/06/2017 08:36;53.2993;-6.2838;[{'name': 'bac', 'routes': ['15B', '16', '17']}];Rathfarnham Rd;Br Ráth Fearnáin;1303
1079;1304;Rathfarnham Rd;;19/06/2017 08:36;53.29817389;-6.28454;[{'name': 'bac', 'routes': ['17', '16']}];Rathfarnham Rd;Br Ráth Fearnáin;1304
1080;1305;Grange Road;;19/06/2017 08:36;53.29621694;-6.283826111;[{'name': 'bac', 'routes': ['16', '17', '61', '75']}];Grange Road;Bóthar na Gráinsí;1305
1081;1306;Nutgrove Ave;;19/06/2017 08:36;53.29492;-6.28119;[{'name': 'bac', 'routes': ['75', '61', '17']}];Nutgrove Ave;Asc an Gharráin Chn;1306
1082;1307;Nutgrove Ave;;19/06/2017 08:36;53.29424694;-6.277941944;[{'name': 'bac', 'routes': ['17', '61', '75']}];Nutgrove Ave;Asc an Gharráin Chn;1307
1083;1308;Nutgrove Ave;;19/06/2017 08:36;53.29374111;-6.275505;[{'name': 'bac', 'routes': ['75', '61', '17']}];Nutgrove Ave;Asc an Gharráin Chn;1308
1084;1309;Nutgrove Ave;;19/06/2017 08:36;53.29246306;-6.27172;[{'name': 'bac', 'routes': ['17', '61', '75']}];Nutgrove Ave;Asc an Gharráin Chn;1309
1085;1310;Nutgrove Ave;;19/06/2017 08:36;53.29175111;-6.267731944;[{'name': 'bac', 'routes': ['61', '17', '161']}];Nutgrove Ave;Asc an Gharráin Chn;1310
1086;1311;Nutgrove Ave;;19/06/2017 08:36;53.29219194;-6.26443;[{'name': 'bac', 'routes': ['161', '17', '61']}];Nutgrove Ave;Asc an Gharráin Chn;1311
1087;1312;Nutgrove Ave;;19/06/2017 08:36;53.29332;-6.261191111;[{'name': 'bac', 'routes': ['61', '17', '161']}];Nutgrove Ave;Asc an Gharráin Chn;1312
1088;1313;Nutgrove Ave;;19/06/2017 08:36;53.29419889;-6.258781944;[{'name': 'bac', 'routes': ['161', '17', '61']}];Nutgrove Ave;Asc an Gharráin Chn;1313
1089;1314;Nutgrove Ave;;19/06/2017 08:36;53.29422806;-6.258216944;[{'name': 'bac', 'routes': ['61', '17', '161']}];Nutgrove Ave;Asc an Gharráin Chn;1314
1090;1315;Nutgrove Ave;;19/06/2017 08:36;53.29216306;-6.264218056;[{'name': 'bac', 'routes': ['161', '17', '61']}];Nutgrove Ave;Asc an Gharráin Chn;1315
1091;1316;Nutgrove Ave;;19/06/2017 08:36;53.293025;-6.261796944;[{'name': 'bac', 'routes': ['61', '17', '161']}];Nutgrove Ave;Asc an Gharráin Chn;1316
1092;1317;Nutgrove Ave;;19/06/2017 08:36;53.29199611;-6.270033889;[{'name': 'bac', 'routes': ['17', '61', '75']}];Nutgrove Ave;Asc an Gharráin Chn;1317
1093;1318;Nutgrove Ave;;19/06/2017 08:36;53.29253194;-6.272301111;[{'name': 'bac', 'routes': ['75', '61', '17']}];Nutgrove Ave;Asc an Gharráin Chn;1318
1094;1319;Nutgrove Ave;;19/06/2017 08:36;53.29366306;-6.275603889;[{'name': 'bac', 'routes': ['17', '61', '75']}];Nutgrove Ave;Asc an Gharráin Chn;1319
1095;1320;Grange Road;;19/06/2017 08:36;53.29446611;-6.280861944;[{'name': 'bac', 'routes': ['16']}];Grange Road;Bóthar na Gráinsí;1320
1096;1321;Grange Road;;19/06/2017 08:36;53.29246194;-6.282178889;[{'name': 'bac', 'routes': ['16']}];Grange Road;Bóthar na Gráinsí;1321
1097;1322;Grange Road;;19/06/2017 08:36;53.29071389;-6.28244;[{'name': 'bac', 'routes': ['16']}];Grange Road;Bóthar na Gráinsí;1322
1098;1323;Grange Road;;19/06/2017 08:36;53.28907889;-6.282668056;[{'name': 'bac', 'routes': ['16']}];Grange Road;Bóthar na Gráinsí;1323
1099;1324;Grange Road;;19/06/2017 08:36;53.28724306;-6.282808056;[{'name': 'bac', 'routes': ['16']}];Grange Road;Bóthar na Gráinsí;1324
1100;1325;Grange Road;;19/06/2017 08:36;53.28650306;-6.282393889;[{'name': 'bac', 'routes': ['16', '16C']}];Grange Road;Bóthar na Gráinsí;1325
1101;1326;Grange Road;;19/06/2017 08:36;53.28880806;-6.282896111;[{'name': 'bac', 'routes': ['16C', '16']}];Grange Road;Bóthar na Gráinsí;1326
1102;1327;Grange Road;;19/06/2017 08:36;53.29116806;-6.282505;[{'name': 'bac', 'routes': ['16', '16C']}];Grange Road;Bóthar na Gráinsí;1327
1103;1328;Grange Road;;19/06/2017 08:36;53.29220694;-6.282351111;[{'name': 'bac', 'routes': ['16C', '16']}];Grange Road;Bóthar na Gráinsí;1328
1104;1329;Grange Road;;19/06/2017 08:36;53.29501194;-6.28196;[{'name': 'bac', 'routes': ['16', '16C', '17', '75', '61']}];Grange Road;Bóthar na Gráinsí;1329
