;displaystopid;fullname;fullnamelocalized;lastupdated;latitude;longitude;operators;shortname;shortnamelocalized;stopid
0;2;Parnell Square;;19/06/2017 08:36;53.35224111;-6.263695;[{'name': 'bac', 'routes': ['38', '38A', '38B', '38D', '46A', '46E']}];Parnell Square;Cearnóg Parnell;2
1;3;Parnell Square;;19/06/2017 08:36;53.35230694;-6.263783056;[{'name': 'bac', 'routes': ['120', '122']}];Parnell Square;Cearnóg Parnell;3
2;4;Parnell Square;;19/06/2017 08:36;53.35256694;-6.264166111;[{'name': 'bac', 'routes': ['7', '7B', '7A', '7D', '9']}];Parnell Square;Cearnóg Parnell;4
3;6;Parnell Square;;19/06/2017 08:36;53.35274389;-6.264443056;[{'name': 'bac', 'routes': ['4']}];Parnell Square;Cearnóg Parnell;6
4;7;Parnell Square;;19/06/2017 08:36;53.35283611;-6.264561944;[{'name': 'bac', 'routes': ['40', '40B', '40D', '13', '140']}];Parnell Square;Cearnóg Parnell;7
5;8;Parnell Square;;19/06/2017 08:36;53.35328111;-6.265155;[{'name': 'bac', 'routes': ['16']}];Parnell Square;Cearnóg Parnell;8
6;10;Parnell Square;;19/06/2017 08:36;53.35338694;-6.265383889;[{'name': 'bac', 'routes': ['16', '16C', '1', '11', '44']}];Parnell Square;Cearnóg Parnell;10
7;11;Dorset St;;19/06/2017 08:36;53.35709389;-6.264366944;[{'name': 'bac', 'routes': ['40B', '40D', '40', '13']}];Dorset St;Sráid Dorset;11
8;12;Dorset St;;19/06/2017 08:36;53.35678889;-6.264623056;[{'name': 'bac', 'routes': ['122', '11', '1', '16', '44']}];Dorset St;Sráid Dorset;12
9;14;Dorset St;;19/06/2017 08:36;53.35853694;-6.262723889;[{'name': 'bac', 'routes': ['44', '40B', '40D', '40', '16', '1', '11', '122', '13']}];Dorset St;Sráid Dorset;14
10;15;Dorset St;;19/06/2017 08:36;53.36025111;-6.260973056;[{'name': 'bac', 'routes': ['13', '11', '1', '16', '33', '40', '40D', '40B', '44', '41', '41B', '41C']}];Dorset St;Sráid Dorset;15
11;16;Nephin Road;;19/06/2017 08:36;53.36641889;-6.305635;[{'name': 'bac', 'routes': ['122']}];Nephin Road;Bóthar Néifinne;16
12;17;Drumcondra Rd;;19/06/2017 08:36;53.36306694;-6.258398056;[{'name': 'bac', 'routes': ['13', '1', '11', '16', '33', '41C', '41B', '41', '44']}];Drumcondra Rd;Br Dhroim Conrach;17
13;18;Drumcondra Rd;;19/06/2017 08:36;53.36584889;-6.255931111;[{'name': 'bac', 'routes': ['44', '41', '41B', '41C', '33', '16', '11', '1', '13']}];Drumcondra Rd;Br Dhroim Conrach;18
14;19;Drumcondra Rd;;19/06/2017 08:36;53.36713806;-6.255493056;[{'name': 'bac', 'routes': ['13', '1', '11', '16', '33', '41C', '41B', '41', '44']}];Drumcondra Rd;Br Dhroim Conrach;19
15;21;Drumcondra Rd;;19/06/2017 08:36;53.37009194;-6.254291111;[{'name': 'bac', 'routes': ['44', '41', '41B', '41C', '33', '16', '11', '1', '13']}];Drumcondra Rd;Br Dhroim Conrach;21
16;22;Home Farm Road;;19/06/2017 08:36;53.37350306;-6.252781944;[{'name': 'bac', 'routes': ['11']}];Home Farm Road;Bóthar na Buaile;22
17;23;Home Farm Road;;19/06/2017 08:36;53.37423194;-6.256245;[{'name': 'bac', 'routes': ['11']}];Home Farm Road;Bóthar na Buaile;23
18;24;Home Farm Road;;19/06/2017 08:36;53.375135;-6.260346111;[{'name': 'bac', 'routes': ['11']}];Home Farm Road;Bóthar na Buaile;24
19;25;Home Farm Road;;19/06/2017 08:36;53.37590306;-6.263611111;[{'name': 'bac', 'routes': ['11']}];Home Farm Road;Bóthar na Buaile;25
20;27;Ballymun Road;;19/06/2017 08:36;53.37943806;-6.266575;[{'name': 'bac', 'routes': ['11', '13', '4', '9']}];Ballymun Road;Bóthar Bhaile Munna;27
21;28;Ballymun Road;;19/06/2017 08:36;53.381575;-6.265988889;[{'name': 'bac', 'routes': ['9', '4', '13', '11']}];Ballymun Road;Bóthar Bhaile Munna;28
22;29;Ballymun Road;;19/06/2017 08:36;53.38348389;-6.265663056;[{'name': 'bac', 'routes': ['11', '13', '4', '9']}];Ballymun Road;Bóthar Bhaile Munna;29
23;30;Ventry Park;;19/06/2017 08:36;53.37032111;-6.304578056;[{'name': 'bac', 'routes': ['120']}];Ventry Park;Páirc Fhionntrá;30
24;31;St. Pappin's Road;;19/06/2017 08:36;53.38603194;-6.268845;[{'name': 'bac', 'routes': ['11']}];St. Pappin's Road;Bóthar Phapáin;31
25;32;St. Pappin's Road;;19/06/2017 08:36;53.38619306;-6.27137;[{'name': 'bac', 'routes': ['11']}];St. Pappin's Road;Bóthar Phapáin;32
26;33;Glasnevin Drive;;19/06/2017 08:36;53.38875306;-6.271751111;[{'name': 'bac', 'routes': ['11']}];Glasnevin Drive;Céide Ghlas Naíon;33
27;35;St. Pappin's Road;;19/06/2017 08:36;53.38620806;-6.270908056;[{'name': 'bac', 'routes': ['11']}];St. Pappin's Road;Bóthar Phapáin;35
28;36;St. Pappin's Road;;19/06/2017 08:36;53.38612306;-6.267871944;[{'name': 'bac', 'routes': ['11']}];St. Pappin's Road;Bóthar Phapáin;36
29;37;Ballymun Road;;19/06/2017 08:36;53.38534694;-6.264878889;[{'name': 'bac', 'routes': ['11', '13', '4', '9']}];Ballymun Road;Bóthar Bhaile Munna;37
30;38;Ballymun Road;;19/06/2017 08:36;53.38223889;-6.2655;[{'name': 'bac', 'routes': ['9', '4', '13', '11']}];Ballymun Road;Bóthar Bhaile Munna;38
31;39;Ballymun Road;;19/06/2017 08:36;53.38041611;-6.265648889;[{'name': 'bac', 'routes': ['11', '13', '4', '9']}];Ballymun Road;Bóthar Bhaile Munna;39
32;40;Mobhi Road;;19/06/2017 08:36;53.37666194;-6.264663056;[{'name': 'bac', 'routes': ['9', '4', '11']}];Mobhi Road;Bóthar Mobhí;40
33;41;Home Farm Road;;19/06/2017 08:36;53.37555611;-6.26184;[{'name': 'bac', 'routes': ['11']}];Home Farm Road;Bóthar na Buaile;41
34;42;Home Farm Road;;19/06/2017 08:36;53.37465389;-6.257438889;[{'name': 'bac', 'routes': ['11']}];Home Farm Road;Bóthar na Buaile;42
35;43;Home Farm Road;;19/06/2017 08:36;53.37386111;-6.253873056;[{'name': 'bac', 'routes': ['11']}];Home Farm Road;Bóthar na Buaile;43
36;44;Drumcondra Rd;;19/06/2017 08:36;53.37301611;-6.25211;[{'name': 'bac', 'routes': ['11', '1', '16', '16C', '13', '33', '41C', '41', '41A', '41B', '44']}];Drumcondra Rd;Br Dhroim Conrach;44
37;45;Drumcondra Rd;;19/06/2017 08:36;53.36988111;-6.254133056;[{'name': 'bac', 'routes': ['44', '41B', '41A', '41', '41C', '33', '16C', '16', '11', '1', '13']}];Drumcondra Rd;Br Dhroim Conrach;45
38;46;Drumcondra Rd;;19/06/2017 08:36;53.36714694;-6.255358889;[{'name': 'bac', 'routes': ['13', '1', '11', '16', '16C', '33', '41C', '41', '41A', '41B', '44']}];Drumcondra Rd;Br Dhroim Conrach;46
39;47;Drumcondra Rd;;19/06/2017 08:36;53.36390889;-6.257276111;[{'name': 'bac', 'routes': ['44', '41B', '41A', '41', '41C', '33', '16C', '16', '11', '1', '13']}];Drumcondra Rd;Br Dhroim Conrach;47
40;48;Drumcondra Rd;;19/06/2017 08:36;53.36232194;-6.258763889;[{'name': 'bac', 'routes': ['13', '1', '11', '16', '16C', '33', '41C', '41', '41A', '41B', '44']}];Drumcondra Rd;Br Dhroim Conrach;48
41;49;Dorset St;;19/06/2017 08:36;53.359955;-6.260865;[{'name': 'bac', 'routes': ['44', '41B', '41A', '41', '41C', '33', '40', '40D', '40B', '16C', '16', '11', '1', '13']}];Dorset St;Sráid Dorset;49
42;51;Dorset St;;19/06/2017 08:36;53.35781611;-6.263266111;[{'name': 'bac', 'routes': ['13', '122', '1', '11', '16', '16C', '40B', '40D', '40', '33', '41C', '41', '41A', '41B', '44']}];Dorset St;Sráid Dorset;51
43;52;Dorset St;;19/06/2017 08:36;53.356645;-6.264533889;[{'name': 'bac', 'routes': ['44', '41B', '41A', '41', '41C', '40', '40D', '40B', '16C', '33', '16', '11', '1', '122', '13']}];Dorset St;Sráid Dorset;52
44;53;North Circular Road;;19/06/2017 08:36;53.35998611;-6.26282;[{'name': 'bac', 'routes': ['122']}];North Circular Road;An Cuarbhóthar Tdh;53
45;54;North Circular Road;;19/06/2017 08:36;53.36014889;-6.265556944;[{'name': 'bac', 'routes': ['122']}];North Circular Road;An Cuarbhóthar Tdh;54
46;55;North Circular Road;;19/06/2017 08:36;53.36041;-6.268455;[{'name': 'bac', 'routes': ['122']}];North Circular Road;An Cuarbhóthar Tdh;55
47;56;Cabra Road;;19/06/2017 08:36;53.36075889;-6.27645;[{'name': 'bac', 'routes': ['122', '120']}];Cabra Road;Bóthar na Cabraí;56
48;57;Cabra Road;;19/06/2017 08:36;53.36076694;-6.276603889;[{'name': 'bac', 'routes': ['38D', '38', '38B', '38A']}];Cabra Road;Bóthar na Cabraí;57
49;58;Cabra Road;;19/06/2017 08:36;53.36093694;-6.281186111;[{'name': 'bac', 'routes': ['38A', '38B', '38', '38D', '120', '122']}];Cabra Road;Bóthar na Cabraí;58
50;59;Cabra Road;;19/06/2017 08:36;53.36107611;-6.28487;[{'name': 'bac', 'routes': ['122', '38D', '38', '38B', '38A']}];Cabra Road;Bóthar na Cabraí;59
51;60;Cabra Road;;19/06/2017 08:36;53.361235;-6.289248889;[{'name': 'bac', 'routes': ['38A', '38B', '38', '38D', '122']}];Cabra Road;Bóthar na Cabraí;60
52;63;Faussagh Avenue;;19/06/2017 08:36;53.36678806;-6.292728889;[{'name': 'bac', 'routes': ['122']}];Faussagh Avenue;Ascaill an Fhásaigh;63
53;64;Faussagh Avenue;;19/06/2017 08:36;53.36708111;-6.295213056;[{'name': 'bac', 'routes': ['122']}];Faussagh Avenue;Ascaill an Fhásaigh;64
54;65;Faussagh Avenue;;19/06/2017 08:36;53.36724611;-6.298033056;[{'name': 'bac', 'routes': ['122']}];Faussagh Avenue;Ascaill an Fhásaigh;65
55;66;Faussagh Avenue;;19/06/2017 08:36;53.367295;-6.300863889;[{'name': 'bac', 'routes': ['122']}];Faussagh Avenue;Ascaill an Fhásaigh;66
56;68;Ventry Drive;;19/06/2017 08:36;53.36907;-6.304223056;[{'name': 'bac', 'routes': ['120']}];Ventry Drive;Céide Fhionntrá;68
57;69;Carnlough Road;;19/06/2017 08:36;53.37138306;-6.30332;[{'name': 'bac', 'routes': ['120']}];Carnlough Road;Bóthar Charnlaigh;69
58;71;Ventry Park;;19/06/2017 08:36;53.37025111;-6.304416944;[{'name': 'bac', 'routes': ['120']}];Ventry Park;Páirc Fhionntrá;71
59;72;Ventry Drive;;19/06/2017 08:36;53.36896111;-6.304241111;[{'name': 'bac', 'routes': ['120']}];Ventry Drive;Céide Fhionntrá;72
60;73;Faussagh Avenue;;19/06/2017 08:36;53.36738694;-6.300705;[{'name': 'bac', 'routes': ['122']}];Faussagh Avenue;Ascaill an Fhásaigh;73
61;74;Faussagh Avenue;;19/06/2017 08:36;53.36716694;-6.295448056;[{'name': 'bac', 'routes': ['122']}];Faussagh Avenue;Ascaill an Fhásaigh;74
62;75;Faussagh Avenue;;19/06/2017 08:36;53.36653694;-6.291296944;[{'name': 'bac', 'routes': ['120']}];Faussagh Avenue;Ascaill an Fhásaigh;75
63;77;Cabra Road;;19/06/2017 08:36;53.361305;-6.289556111;[{'name': 'bac', 'routes': ['122', '38D', '38', '38B', '38A']}];Cabra Road;Bóthar na Cabraí;77
64;78;Cabra Road;;19/06/2017 08:36;53.36113111;-6.283971944;[{'name': 'bac', 'routes': ['38A', '38B', '38', '38D', '122']}];Cabra Road;Bóthar na Cabraí;78
65;79;Cabra Road;;19/06/2017 08:36;53.36101389;-6.280786111;[{'name': 'bac', 'routes': ['122', '120', '38D', '38B', '38A', '38']}];Cabra Road;Bóthar na Cabraí;79
66;80;Cabra Road;;19/06/2017 08:36;53.36085389;-6.27605;[{'name': 'bac', 'routes': ['38', '38A', '38B', '38D', '122', '120']}];Cabra Road;Bóthar na Cabraí;80
67;81;North Circular Road;;19/06/2017 08:36;53.36087194;-6.271958889;[{'name': 'bac', 'routes': ['46A']}];North Circular Road;An Cuarbhóthar Tdh;81
68;82;North Circular Road;;19/06/2017 08:36;53.36078694;-6.271673056;[{'name': 'bac', 'routes': ['38A', '38', '38B', '38D', '122', '120']}];North Circular Road;An Cuarbhóthar Tdh;82
69;83;North Circular Road;;19/06/2017 08:36;53.36027389;-6.26554;[{'name': 'bac', 'routes': ['122']}];North Circular Road;An Cuarbhóthar Tdh;83
70;84;North Circular Road;;19/06/2017 08:36;53.360155;-6.263696944;[{'name': 'bac', 'routes': ['122']}];North Circular Road;An Cuarbhóthar Tdh;84
71;85;Drumcondra Rd;;19/06/2017 08:36;53.3739;-6.251858889;[{'name': 'bac', 'routes': ['13', '1', '16', '33', '44', '41C', '41', '41B']}];Drumcondra Rd;Br Dhroim Conrach;85
72;86;Griffith Avenue;;19/06/2017 08:36;53.37605389;-6.251143889;[{'name': 'bac', 'routes': ['13']}];Griffith Avenue;Ascaill Uí Ghríofa;86
73;87;Griffith Avenue;;19/06/2017 08:36;53.376755;-6.25486;[{'name': 'bac', 'routes': ['13']}];Griffith Avenue;Ascaill Uí Ghríofa;87
74;88;Griffith Avenue;;19/06/2017 08:36;53.37729111;-6.257676111;[{'name': 'bac', 'routes': ['13']}];Griffith Avenue;Ascaill Uí Ghríofa;88
75;89;Griffith Avenue;;19/06/2017 08:36;53.37803;-6.261568056;[{'name': 'bac', 'routes': ['13']}];Griffith Avenue;Ascaill Uí Ghríofa;89
76;90;Ballymun Road;;19/06/2017 08:36;53.38638694;-6.265251944;[{'name': 'bac', 'routes': ['13', '4', '9']}];Ballymun Road;Bóthar Bhaile Munna;90
77;91;Ballymun Road;;19/06/2017 08:36;53.38842806;-6.265396944;[{'name': 'bac', 'routes': ['9', '4', '13']}];Ballymun Road;Bóthar Bhaile Munna;91
78;92;Ballymun Road;;19/06/2017 08:36;53.38983306;-6.26466;[{'name': 'bac', 'routes': ['13', '17A', '4']}];Ballymun Road;Bóthar Bhaile Munna;92
79;93;Ballymun Road;;19/06/2017 08:36;53.392295;-6.264146944;[{'name': 'bac', 'routes': ['4', '17A', '13']}];Ballymun Road;Bóthar Bhaile Munna;93
80;94;Ballymun Road;;19/06/2017 08:36;53.39603306;-6.264371944;[{'name': 'bac', 'routes': ['13', '17A', '4']}];Ballymun Road;Bóthar Bhaile Munna;94
81;100;Wellington Road;;19/06/2017 08:36;53.30308;-6.322363056;[{'name': 'bac', 'routes': ['54A', '150']}];Wellington Road;Bóthar Wellington;100
82;102;Balbutcher Lane;;19/06/2017 08:36;53.39776806;-6.267708056;[{'name': 'bac', 'routes': ['13', '220']}];Balbutcher Lane;Lána BhaileBhúiséir;102
83;104;Balbutcher Lane;;19/06/2017 08:36;53.3997;-6.2766;[{'name': 'bac', 'routes': ['220', '13']}];Balbutcher Lane;Lána BhaileBhúiséir;104
84;105;Balbutcher Lane;;19/06/2017 08:36;53.40292806;-6.28176;[{'name': 'bac', 'routes': ['13', '220']}];Balbutcher Lane;Lána BhaileBhúiséir;105
85;107;Balbutcher Lane;;19/06/2017 08:36;53.40203111;-6.279673889;[{'name': 'bac', 'routes': ['220', '13']}];Balbutcher Lane;Lána BhaileBhúiséir;107
86;110;Balbutcher Lane;;19/06/2017 08:36;53.39793694;-6.268683056;[{'name': 'bac', 'routes': ['13', '220']}];Balbutcher Lane;Lána BhaileBhúiséir;110
87;112;Ballymun Road;;19/06/2017 08:36;53.39614389;-6.263973889;[{'name': 'bac', 'routes': ['17A', '13', '4']}];Ballymun Road;Bóthar Bhaile Munna;112
88;113;Ballymun Road;;19/06/2017 08:36;53.39226889;-6.263688056;[{'name': 'bac', 'routes': ['4', '13', '17A']}];Ballymun Road;Bóthar Bhaile Munna;113
89;114;Ballymun Road;;19/06/2017 08:36;53.39133389;-6.263706111;[{'name': 'bac', 'routes': ['13', '104', '4']}];Ballymun Road;Bóthar Bhaile Munna;114
90;115;Ballymun Road;;19/06/2017 08:36;53.387935;-6.265036944;[{'name': 'bac', 'routes': ['4', '13', '9']}];Ballymun Road;Bóthar Bhaile Munna;115
91;116;Griffith Avenue;;19/06/2017 08:36;53.37769306;-6.259648889;[{'name': 'bac', 'routes': ['13']}];Griffith Avenue;Ascaill Uí Ghríofa;116
92;117;Griffith Avenue;;19/06/2017 08:36;53.37736611;-6.257526111;[{'name': 'bac', 'routes': ['13']}];Griffith Avenue;Ascaill Uí Ghríofa;117
93;118;Griffith Avenue;;19/06/2017 08:36;53.37663889;-6.253568056;[{'name': 'bac', 'routes': ['13']}];Griffith Avenue;Ascaill Uí Ghríofa;118
94;119;Drumcondra Rd;;19/06/2017 08:36;53.37508111;-6.250821111;[{'name': 'bac', 'routes': ['13', '1', '16', '16C', '33', '41', '41B', '41A', '41C', '44']}];Drumcondra Rd;Br Dhroim Conrach;119
95;124;Shangan Road;;19/06/2017 08:36;53.39491806;-6.260606111;[{'name': 'bac', 'routes': ['220']}];Shangan Road;Bóthar na Seangán;124
96;126;Ballymun Road;;19/06/2017 08:36;53.39909194;-6.264086111;[{'name': 'bac', 'routes': ['17A', '4']}];Ballymun Road;Bóthar Bhaile Munna;126
97;127;Ballymun Road;;19/06/2017 08:36;53.39910694;-6.263668056;[{'name': 'bac', 'routes': ['4', '17A']}];Ballymun Road;Bóthar Bhaile Munna;127
98;128;Glasnevin Avenue;;19/06/2017 08:36;53.389315;-6.265816944;[{'name': 'bac', 'routes': ['17A']}];Glasnevin Avenue;Ascaill Ghlas Naíon;128
99;129;Glasnevin Avenue;;19/06/2017 08:36;53.38988806;-6.271413056;[{'name': 'bac', 'routes': ['17A', '9']}];Glasnevin Avenue;Ascaill Ghlas Naíon;129
100;130;Glasnevin Avenue;;19/06/2017 08:36;53.39009111;-6.27417;[{'name': 'bac', 'routes': ['9', '17A']}];Glasnevin Avenue;Ascaill Ghlas Naíon;130
101;131;Glasnevin Avenue;;19/06/2017 08:36;53.39038389;-6.278343056;[{'name': 'bac', 'routes': ['17A', '9']}];Glasnevin Avenue;Ascaill Ghlas Naíon;131
102;132;Glasnevin Avenue;;19/06/2017 08:36;53.39047806;-6.282651944;[{'name': 'bac', 'routes': ['17A']}];Glasnevin Avenue;Ascaill Ghlas Naíon;132
103;133;Grove Park Road;;19/06/2017 08:36;53.39079111;-6.286286111;[{'name': 'bac', 'routes': ['83', '83A']}];Grove Park Road;Bóthar Pháirc an Gh;133
104;134;Sycamore Rd;;19/06/2017 08:36;53.39309306;-6.286061111;[{'name': 'bac', 'routes': ['83A', '83']}];Sycamore Rd;Br an tSeiceamair;134
105;136;McKee Road;;19/06/2017 08:36;53.39438111;-6.28985;[{'name': 'bac', 'routes': ['9', '220']}];McKee Road;Bóthar Mhic Aoidh;136
106;137;McKee Road;;19/06/2017 08:36;53.39231389;-6.292615;[{'name': 'bac', 'routes': ['220', '9']}];McKee Road;Bóthar Mhic Aoidh;137
107;138;Ballygall Road West;;19/06/2017 08:36;53.38992;-6.292333056;[{'name': 'bac', 'routes': ['9', '83', '83A', '17A']}];Ballygall Road West;Bóthar Bhaile Gall;138
108;139;Glasnevin Avenue;;19/06/2017 08:36;53.39060306;-6.286448056;[{'name': 'bac', 'routes': ['17A']}];Glasnevin Avenue;Ascaill Ghlas Naíon;139
109;140;Glasnevin Avenue;;19/06/2017 08:36;53.39065389;-6.28236;[{'name': 'bac', 'routes': ['17A']}];Glasnevin Avenue;Ascaill Ghlas Naíon;140
110;141;Glasnevin Avenue;;19/06/2017 08:36;53.39044306;-6.278083056;[{'name': 'bac', 'routes': ['17A', '9']}];Glasnevin Avenue;Ascaill Ghlas Naíon;141
111;142;Glasnevin Avenue;;19/06/2017 08:36;53.39018806;-6.274163056;[{'name': 'bac', 'routes': ['9', '17A']}];Glasnevin Avenue;Ascaill Ghlas Naíon;142
112;143;Glasnevin Avenue;;19/06/2017 08:36;53.38987111;-6.269241111;[{'name': 'bac', 'routes': ['17A', '9']}];Glasnevin Avenue;Ascaill Ghlas Naíon;143
113;146;Mobhi Road;;19/06/2017 08:36;53.37516194;-6.265043889;[{'name': 'bac', 'routes': ['9', '4']}];Mobhi Road;Bóthar Mobhí;146
114;147;Mobhi Road;;19/06/2017 08:36;53.37248111;-6.265828056;[{'name': 'bac', 'routes': ['4', '9']}];Mobhi Road;Bóthar Mobhí;147
115;148;Mobhi Road;;19/06/2017 08:36;53.37066111;-6.268063056;[{'name': 'bac', 'routes': ['9', '4']}];Mobhi Road;Bóthar Mobhí;148
116;149;Mobhi Road;;19/06/2017 08:36;53.37313806;-6.265968889;[{'name': 'bac', 'routes': ['4', '9']}];Mobhi Road;Bóthar Mobhí;149
117;150;Mobhi Road;;19/06/2017 08:36;53.37565694;-6.26499;[{'name': 'bac', 'routes': ['9', '4']}];Mobhi Road;Bóthar Mobhí;150
118;151;Botanic Rd;;19/06/2017 08:36;53.37195806;-6.269291111;[{'name': 'bac', 'routes': ['83A', '83']}];Botanic Rd;Br Gharraithe na Lu;151
119;153;Glasnevin Hill;;19/06/2017 08:36;53.37573611;-6.270073056;[{'name': 'bac', 'routes': ['83', '83A']}];Glasnevin Hill;Cnoc Ghlas Naíon;153
120;154;Old Finglas Rd;;19/06/2017 08:36;53.37726306;-6.275538889;[{'name': 'bac', 'routes': ['83A', '83']}];Old Finglas Rd;Snbr Fhionnghlaise;154
121;155;Old Finglas Rd;;19/06/2017 08:36;53.37787;-6.279563056;[{'name': 'bac', 'routes': ['83', '83A']}];Old Finglas Rd;Snbr Fhionnghlaise;155
122;156;Tolka Estate;;19/06/2017 08:36;53.37862306;-6.28166;[{'name': 'bac', 'routes': ['83A', '83']}];Tolka Estate;Eastát na Tulchann;156
123;157;Glasilawn Road;;19/06/2017 08:36;53.38041306;-6.281625;[{'name': 'bac', 'routes': ['83A']}];Glasilawn Road;Bóthar Ghlasoileáin;157
124;158;Griffith Road;;19/06/2017 08:36;53.38134806;-6.283676944;[{'name': 'bac', 'routes': ['83A']}];Griffith Road;Bóthar Uí Ghríofa;158
125;159;Griffith Parade;;19/06/2017 08:36;53.38278194;-6.282816944;[{'name': 'bac', 'routes': ['83A']}];Griffith Parade;Paráid Uí Ghríofa;159
126;164;Beneavin Rd;;19/06/2017 08:36;53.38842889;-6.280468889;[{'name': 'bac', 'routes': ['9']}];Beneavin Rd;Br Bhinn Aoibhinn;164
127;165;Beneavin Rd;;19/06/2017 08:36;53.38902889;-6.283755;[{'name': 'bac', 'routes': ['9']}];Beneavin Rd;Br Bhinn Aoibhinn;165
128;166;Beneavin Rd;;19/06/2017 08:36;53.389585;-6.286293056;[{'name': 'bac', 'routes': ['9']}];Beneavin Rd;Br Bhinn Aoibhinn;166
129;167;Beneavin Rd;;19/06/2017 08:36;53.39018611;-6.286973889;[{'name': 'bac', 'routes': ['9']}];Beneavin Rd;Br Bhinn Aoibhinn;167
130;168;Beneavin Rd;;19/06/2017 08:36;53.389255;-6.284413889;[{'name': 'bac', 'routes': ['9']}];Beneavin Rd;Br Bhinn Aoibhinn;168
131;169;Beneavin Rd;;19/06/2017 08:36;53.38843389;-6.2801;[{'name': 'bac', 'routes': ['9']}];Beneavin Rd;Br Bhinn Aoibhinn;169
132;173;Glasnamana Place;;19/06/2017 08:36;53.382125;-6.280533889;[{'name': 'bac', 'routes': ['83A']}];Glasnamana Place;Plás Ghlas na Manac;173
133;174;Tolka Estate;;19/06/2017 08:36;53.38067889;-6.280938889;[{'name': 'bac', 'routes': ['83A']}];Tolka Estate;Eastát Bhóthar na T;174
134;175;Tolka Estate;;19/06/2017 08:36;53.37842694;-6.281555;[{'name': 'bac', 'routes': ['83A', '83']}];Tolka Estate;Eastát na Tulchann;175
135;176;Old Finglas Rd;;19/06/2017 08:36;53.37803389;-6.279281944;[{'name': 'bac', 'routes': ['83', '83A']}];Old Finglas Rd;Snbr Fhionnghlaise;176
136;177;Ballygall Rd East;;19/06/2017 08:36;53.38046889;-6.276206111;[{'name': 'bac', 'routes': ['83']}];Ballygall Rd East;Br Bhaile Gall Thoi;177
137;178;Ballygall Rd East;;19/06/2017 08:36;53.381885;-6.276331944;[{'name': 'bac', 'routes': ['83']}];Ballygall Rd East;Br Bhaile Gall Thoi;178
138;179;Ballygall Rd East;;19/06/2017 08:36;53.38029889;-6.275993056;[{'name': 'bac', 'routes': ['83']}];Ballygall Rd East;Br Bhaile Gall Thoi;179
139;181;Old Finglas Rd;;19/06/2017 08:36;53.37714806;-6.27421;[{'name': 'bac', 'routes': ['83', '83A']}];Old Finglas Rd;Snbr Fhionnghlaise;181
140;182;Glasnevin Hill;;19/06/2017 08:36;53.375645;-6.269881944;[{'name': 'bac', 'routes': ['83A', '83']}];Glasnevin Hill;Cnoc Ghlas Naíon;182
141;183;Botanic Rd;;19/06/2017 08:36;53.37231694;-6.26874;[{'name': 'bac', 'routes': ['83', '83A']}];Botanic Rd;Br Gharraithe na Lu;183
142;184;Botanic Rd;;19/06/2017 08:36;53.369695;-6.268971111;[{'name': 'bac', 'routes': ['83A', '9', '83', '4']}];Botanic Rd;Br Gharraithe na Lu;184
143;185;Botanic Rd;;19/06/2017 08:36;53.36809389;-6.270018889;[{'name': 'bac', 'routes': ['4', '83', '9', '83A']}];Botanic Rd;Br Gharraithe na Lu;185
144;186;Prospect Road;;19/06/2017 08:36;53.36535;-6.271581944;[{'name': 'bac', 'routes': ['83A', '9', '83', '4', '40', '40B', '40D', '140']}];Prospect Road;Bóthar na Radharc;186
145;187;Phibsboro Road;;19/06/2017 08:36;53.36272611;-6.272436944;[{'name': 'bac', 'routes': ['140', '40', '4', '83', '9', '83A']}];Phibsboro Road;Bóthar Bhaile Phib;187
146;188;Phibsboro Road;;19/06/2017 08:36;53.36011389;-6.272581111;[{'name': 'bac', 'routes': ['83A', '9', '83', '4', '40', '140']}];Phibsboro Road;Bóthar Bhaile Phib;188
147;189;Phibsboro Road;;19/06/2017 08:36;53.35716306;-6.273461944;[{'name': 'bac', 'routes': ['140', '40', '4', '83', '9', '83A']}];Phibsboro Road;Bóthar Bhaile Phib;189
148;190;Phibsboro Road;;19/06/2017 08:36;53.35511889;-6.273366111;[{'name': 'bac', 'routes': ['83A', '9', '83', '4', '40', '140']}];Phibsboro Road;Bóthar Bhaile Phib;190
149;191;Western Way;;19/06/2017 08:36;53.35507;-6.26937;[{'name': 'bac', 'routes': ['140', '4', '9']}];Western Way;An Bealach Siar;191
150;192;Mountjoy Street;;19/06/2017 08:36;53.35643889;-6.268063056;[{'name': 'bac', 'routes': ['46A', '40', '38D', '38', '38A', '38B', '120']}];Mountjoy Street;Sráid Mhuinseo;192
151;193;Mckee Road;;19/06/2017 08:36;53.39119111;-6.294091111;[{'name': 'bac', 'routes': ['220', '9']}];Mckee Road;Bóthar Mhic Aoidh;193
152;194;Western Way;;19/06/2017 08:36;53.35503889;-6.26997;[{'name': 'bac', 'routes': ['9', '140', '4']}];Western Way;An Bealach Siar;194
153;195;Phibsboro Road;;19/06/2017 08:36;53.355;-6.2735;[{'name': 'bac', 'routes': ['4', '140', '9', '83A', '83']}];Phibsboro Road;Bóthar Bhaile Phib;195
154;196;Phibsboro Road;;19/06/2017 08:36;53.35687806;-6.273738056;[{'name': 'bac', 'routes': ['83', '83A', '9', '140', '4']}];Phibsboro Road;Bóthar Bhaile Phib;196
155;197;Phibsboro Road;;19/06/2017 08:36;53.35894889;-6.273225;[{'name': 'bac', 'routes': ['4', '140', '9', '83A', '83']}];Phibsboro Road;Bóthar Bhaole Phib;197
